epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,2952.56,0.94661,0.93247,1.02301,0.77808,0.67471,0.72374,0.4448,1.39993,1.16617,1.29172,0.00103967,0.000346556,0.00103967,0.000346556,0.00103967,0.000346556,0.00103967,0.000346556
127,2975.59,0.92531,0.90082,1.01269,0.79048,0.66854,0.7293,0.44833,1.40473,1.15666,1.29543,0.00102617,0.000342057,0.00102617,0.000342057,0.00102617,0.000342057,0.00102617,0.000342057
128,2997.36,0.95938,0.92088,1.02337,0.77938,0.68985,0.72726,0.44281,1.41312,1.15919,1.29681,0.00101267,0.000337557,0.00101267,0.000337557,0.00101267,0.000337557,0.00101267,0.000337557
129,3020.59,0.92494,0.91646,1.0166,0.75728,0.69202,0.72388,0.44231,1.40367,1.16175,1.2918,0.000999173,0.000333058,0.000999173,0.000333058,0.000999173,0.000333058,0.000999173,0.000333058
130,3042.82,0.94567,0.91251,1.0228,0.7762,0.67909,0.72661,0.44353,1.41451,1.16065,1.29971,0.000985674,0.000328558,0.000985674,0.000328558,0.000985674,0.000328558,0.000985674,0.000328558
131,3064.85,0.96701,0.89493,1.0116,0.7787,0.67971,0.72323,0.44477,1.40851,1.15604,1.29843,0.000972175,0.000324058,0.000972175,0.000324058,0.000972175,0.000324058,0.000972175,0.000324058
132,3088.39,0.97583,0.92181,1.03721,0.78135,0.68713,0.72831,0.44585,1.41548,1.14496,1.30063,0.000958677,0.000319559,0.000958677,0.000319559,0.000958677,0.000319559,0.000958677,0.000319559
133,3110.41,0.9637,0.90885,1.02273,0.767,0.69554,0.73868,0.45427,1.41165,1.14245,1.29642,0.000945178,0.000315059,0.000945178,0.000315059,0.000945178,0.000315059,0.000945178,0.000315059
134,3133.5,0.94828,0.8933,1.01588,0.76492,0.68817,0.73834,0.44944,1.41309,1.15046,1.30419,0.00093168,0.00031056,0.00093168,0.00031056,0.00093168,0.00031056,0.00093168,0.00031056
135,3155.49,0.96349,0.91636,1.02333,0.79316,0.66419,0.73266,0.44726,1.41498,1.14895,1.30519,0.000918181,0.00030606,0.000918181,0.00030606,0.000918181,0.00030606,0.000918181,0.00030606
136,3178.69,0.95297,0.91408,1.01558,0.78125,0.68095,0.72834,0.44738,1.41532,1.14356,1.30053,0.000904682,0.000301561,0.000904682,0.000301561,0.000904682,0.000301561,0.000904682,0.000301561
137,3201.84,0.96707,0.91831,1.02143,0.75897,0.70775,0.7386,0.45165,1.40688,1.14173,1.29565,0.000891184,0.000297061,0.000891184,0.000297061,0.000891184,0.000297061,0.000891184,0.000297061
138,3224.38,0.9515,0.8872,1.00925,0.76896,0.69694,0.72872,0.45056,1.40525,1.13975,1.2977,0.000877685,0.000292562,0.000877685,0.000292562,0.000877685,0.000292562,0.000877685,0.000292562
139,3247.7,0.94681,0.89833,1.01226,0.75915,0.70579,0.73609,0.45197,1.40645,1.13911,1.29558,0.000864186,0.000288062,0.000864186,0.000288062,0.000864186,0.000288062,0.000864186,0.000288062
140,3270.02,0.94451,0.89819,1.02909,0.75705,0.69403,0.73651,0.45357,1.408,1.13636,1.29209,0.000850688,0.000283563,0.000850688,0.000283563,0.000850688,0.000283563,0.000850688,0.000283563
141,3293.12,0.94169,0.90684,1.02145,0.75168,0.69837,0.73349,0.45025,1.40573,1.15121,1.29485,0.000837189,0.000279063,0.000837189,0.000279063,0.000837189,0.000279063,0.000837189,0.000279063
142,3316.06,0.91668,0.89219,1.0034,0.757,0.69604,0.72767,0.44403,1.40517,1.14927,1.29685,0.00082369,0.000274563,0.00082369,0.000274563,0.00082369,0.000274563,0.00082369,0.000274563
143,3338.19,0.94136,0.90069,1.01809,0.77505,0.69075,0.72688,0.44791,1.40195,1.13832,1.29723,0.000810192,0.000270064,0.000810192,0.000270064,0.000810192,0.000270064,0.000810192,0.000270064
144,3360.97,0.95159,0.86422,1.01101,0.78718,0.67847,0.72903,0.44681,1.40607,1.14036,1.30085,0.000796693,0.000265564,0.000796693,0.000265564,0.000796693,0.000265564,0.000796693,0.000265564
145,3383.04,0.93012,0.89231,1.01549,0.79571,0.66496,0.72768,0.44907,1.40542,1.14995,1.29559,0.000783194,0.000261065,0.000783194,0.000261065,0.000783194,0.000261065,0.000783194,0.000261065
146,3406.1,0.93418,0.86898,1.00995,0.77009,0.69873,0.73033,0.44645,1.3995,1.15065,1.29142,0.000769696,0.000256565,0.000769696,0.000256565,0.000769696,0.000256565,0.000769696,0.000256565
147,3428.49,0.95184,0.88015,1.0128,0.76701,0.6942,0.7327,0.45224,1.40094,1.15877,1.29296,0.000756197,0.000252066,0.000756197,0.000252066,0.000756197,0.000252066,0.000756197,0.000252066
148,3451.54,0.92933,0.88707,1.0139,0.77049,0.68854,0.74098,0.45312,1.40505,1.14914,1.29302,0.000742698,0.000247566,0.000742698,0.000247566,0.000742698,0.000247566,0.000742698,0.000247566
149,3474.2,0.94808,0.87684,1.01037,0.76859,0.70163,0.73772,0.45329,1.40388,1.14947,1.29106,0.0007292,0.000243067,0.0007292,0.000243067,0.0007292,0.000243067,0.0007292,0.000243067
150,3496.76,0.94054,0.89847,1.0259,0.77448,0.69102,0.73407,0.45106,1.40378,1.14413,1.28996,0.000715701,0.000238567,0.000715701,0.000238567,0.000715701,0.000238567,0.000715701,0.000238567
151,3519.9,0.93459,0.87532,1.0084,0.79313,0.6759,0.72753,0.44797,1.41192,1.14655,1.29728,0.000702202,0.000234068,0.000702202,0.000234068,0.000702202,0.000234068,0.000702202,0.000234068
152,3540.9,0.9031,0.85576,0.99565,0.78312,0.67752,0.72573,0.44069,1.40944,1.15931,1.29966,0.000688704,0.000229568,0.000688704,0.000229568,0.000688704,0.000229568,0.000688704,0.000229568
153,3563.99,0.91545,0.88932,1.00944,0.76344,0.70596,0.73357,0.44694,1.40165,1.14685,1.29929,0.000675205,0.000225068,0.000675205,0.000225068,0.000675205,0.000225068,0.000675205,0.000225068
154,3585.77,0.8893,0.86451,1.00062,0.78837,0.68224,0.73371,0.45242,1.4044,1.1449,1.30128,0.000661707,0.000220569,0.000661707,0.000220569,0.000661707,0.000220569,0.000661707,0.000220569
155,3608.86,0.92234,0.87329,1.01475,0.76974,0.69817,0.73347,0.45576,1.40013,1.15645,1.29774,0.000648208,0.000216069,0.000648208,0.000216069,0.000648208,0.000216069,0.000648208,0.000216069
156,3631.23,0.93576,0.88768,1.01215,0.76156,0.70329,0.73269,0.45362,1.39383,1.15009,1.29021,0.000634709,0.00021157,0.000634709,0.00021157,0.000634709,0.00021157,0.000634709,0.00021157
157,3653.77,0.93354,0.87318,1.01788,0.76575,0.70609,0.73482,0.45289,1.40441,1.13891,1.29153,0.000621211,0.00020707,0.000621211,0.00020707,0.000621211,0.00020707,0.000621211,0.00020707
158,3676.38,0.93176,0.87782,0.99967,0.79865,0.67538,0.73822,0.45153,1.40979,1.13801,1.29706,0.000607712,0.000202571,0.000607712,0.000202571,0.000607712,0.000202571,0.000607712,0.000202571
159,3698.14,0.92319,0.87931,1.00361,0.77285,0.6963,0.73326,0.44991,1.41186,1.14291,1.29385,0.000594213,0.000198071,0.000594213,0.000198071,0.000594213,0.000198071,0.000594213,0.000198071
160,3721.05,0.92017,0.83643,0.9945,0.79369,0.68614,0.73863,0.4549,1.40526,1.13887,1.29045,0.000580715,0.000193572,0.000580715,0.000193572,0.000580715,0.000193572,0.000580715,0.000193572
161,3743.24,0.91017,0.84498,1.00572,0.78441,0.68126,0.7303,0.44892,1.40991,1.14212,1.29766,0.000567216,0.000189072,0.000567216,0.000189072,0.000567216,0.000189072,0.000567216,0.000189072
162,3765.77,0.91305,0.84889,1.00051,0.77298,0.68817,0.72883,0.44314,1.41309,1.1509,1.30062,0.000553717,0.000184572,0.000553717,0.000184572,0.000553717,0.000184572,0.000553717,0.000184572
163,3789.25,0.91074,0.83589,0.99222,0.76618,0.68961,0.72793,0.44143,1.42086,1.15066,1.30412,0.000540219,0.000180073,0.000540219,0.000180073,0.000540219,0.000180073,0.000540219,0.000180073
164,3811.1,0.93931,0.87048,1.00479,0.75455,0.70944,0.73059,0.44512,1.41365,1.13571,1.29879,0.00052672,0.000175573,0.00052672,0.000175573,0.00052672,0.000175573,0.00052672,0.000175573
165,3834.06,0.89815,0.84674,0.99581,0.78258,0.67159,0.73235,0.4499,1.41542,1.13908,1.30092,0.000513221,0.000171074,0.000513221,0.000171074,0.000513221,0.000171074,0.000513221,0.000171074
166,3855.83,0.9097,0.86295,1.00587,0.77651,0.6877,0.73282,0.4496,1.40785,1.12519,1.29683,0.000499723,0.000166574,0.000499723,0.000166574,0.000499723,0.000166574,0.000499723,0.000166574
167,3879.11,0.93242,0.85637,1.00153,0.76908,0.69312,0.73269,0.4504,1.40523,1.1317,1.29513,0.000486224,0.000162075,0.000486224,0.000162075,0.000486224,0.000162075,0.000486224,0.000162075
168,3901.2,0.92082,0.85416,0.99725,0.75878,0.7002,0.7343,0.44841,1.41098,1.14187,1.30008,0.000472725,0.000157575,0.000472725,0.000157575,0.000472725,0.000157575,0.000472725,0.000157575
169,3924.04,0.9435,0.87772,1.02375,0.79226,0.67839,0.73675,0.451,1.40638,1.12983,1.29684,0.000459227,0.000153076,0.000459227,0.000153076,0.000459227,0.000153076,0.000459227,0.000153076
170,3947.05,0.90567,0.83586,1.00195,0.81083,0.66466,0.74201,0.45357,1.40733,1.12379,1.29579,0.000445728,0.000148576,0.000445728,0.000148576,0.000445728,0.000148576,0.000445728,0.000148576
171,3968.92,0.92642,0.8718,1.00728,0.77169,0.69232,0.73611,0.44917,1.41759,1.13832,1.30451,0.00043223,0.000144077,0.00043223,0.000144077,0.00043223,0.000144077,0.00043223,0.000144077
172,3991.09,0.91347,0.84445,0.99245,0.78131,0.69133,0.7365,0.44854,1.41287,1.1414,1.30031,0.000418731,0.000139577,0.000418731,0.000139577,0.000418731,0.000139577,0.000418731,0.000139577
173,4012.78,0.92049,0.85497,1.0056,0.76132,0.69968,0.73414,0.44582,1.4119,1.14289,1.29739,0.000405232,0.000135077,0.000405232,0.000135077,0.000405232,0.000135077,0.000405232,0.000135077
174,4035.95,0.91918,0.85806,0.99782,0.77214,0.67937,0.73195,0.44786,1.40553,1.1352,1.29419,0.000391734,0.000130578,0.000391734,0.000130578,0.000391734,0.000130578,0.000391734,0.000130578
175,4057.67,0.91686,0.86348,1.00633,0.76775,0.68256,0.73281,0.44906,1.40945,1.12925,1.29599,0.000378235,0.000126078,0.000378235,0.000126078,0.000378235,0.000126078,0.000378235,0.000126078
176,4080.8,0.89836,0.83784,1.0086,0.78475,0.67009,0.74042,0.45338,1.40708,1.13302,1.29469,0.000364736,0.000121579,0.000364736,0.000121579,0.000364736,0.000121579,0.000364736,0.000121579
177,4103.62,0.90976,0.84976,0.99805,0.76691,0.69404,0.73915,0.45057,1.40989,1.13299,1.29938,0.000351238,0.000117079,0.000351238,0.000117079,0.000351238,0.000117079,0.000351238,0.000117079
178,4125.65,0.87604,0.84362,0.98717,0.82843,0.65719,0.74415,0.45076,1.40945,1.13556,1.30273,0.000337739,0.00011258,0.000337739,0.00011258,0.000337739,0.00011258,0.000337739,0.00011258
179,4149.06,0.92422,0.84789,0.99636,0.82361,0.66943,0.74303,0.44951,1.41197,1.1357,1.30098,0.00032424,0.00010808,0.00032424,0.00010808,0.00032424,0.00010808,0.00032424,0.00010808
180,4171.09,0.89004,0.86256,1.0009,0.80371,0.6775,0.73666,0.44579,1.41418,1.13541,1.30617,0.000310742,0.000103581,0.000310742,0.000103581,0.000310742,0.000103581,0.000310742,0.000103581
181,4194.53,0.90752,0.85242,1.01205,0.81564,0.65959,0.73963,0.44854,1.40811,1.12479,1.29889,0.000297243,9.9081e-05,0.000297243,9.9081e-05,0.000297243,9.9081e-05,0.000297243,9.9081e-05
182,4217.35,0.90439,0.83868,0.98771,0.80721,0.66412,0.73884,0.44962,1.40629,1.12622,1.29787,0.000283744,9.45814e-05,0.000283744,9.45814e-05,0.000283744,9.45814e-05,0.000283744,9.45814e-05
183,4239.71,0.91024,0.85191,1.00044,0.7558,0.70096,0.73714,0.44835,1.41112,1.13147,1.30367,0.000270246,9.00819e-05,0.000270246,9.00819e-05,0.000270246,9.00819e-05,0.000270246,9.00819e-05
184,4263.24,0.90597,0.85967,1.00372,0.73755,0.71606,0.74275,0.44857,1.41026,1.12972,1.30238,0.000256747,8.55823e-05,0.000256747,8.55823e-05,0.000256747,8.55823e-05,0.000256747,8.55823e-05
185,4284.39,0.90066,0.8342,0.99281,0.78743,0.67117,0.73664,0.44619,1.41117,1.13133,1.30165,0.000243248,8.10828e-05,0.000243248,8.10828e-05,0.000243248,8.10828e-05,0.000243248,8.10828e-05
186,4308.37,0.89,0.84903,0.99295,0.80589,0.66197,0.73683,0.4487,1.40954,1.13687,1.2993,0.00022975,7.65832e-05,0.00022975,7.65832e-05,0.00022975,7.65832e-05,0.00022975,7.65832e-05
187,4329.96,0.90237,0.84183,0.99754,0.75972,0.70202,0.73869,0.4488,1.41127,1.13378,1.301,0.000216251,7.20837e-05,0.000216251,7.20837e-05,0.000216251,7.20837e-05,0.000216251,7.20837e-05
188,4353.54,0.89587,0.83102,0.98659,0.80113,0.67621,0.74039,0.45107,1.40795,1.13549,1.29833,0.000202752,6.75841e-05,0.000202752,6.75841e-05,0.000202752,6.75841e-05,0.000202752,6.75841e-05
189,4376.76,0.89239,0.83302,0.9964,0.76436,0.70558,0.74086,0.45236,1.40307,1.12896,1.29314,0.000189254,6.30846e-05,0.000189254,6.30846e-05,0.000189254,6.30846e-05,0.000189254,6.30846e-05
190,4398.49,0.87173,0.85297,0.99258,0.78703,0.67595,0.73741,0.44729,1.40774,1.13318,1.29974,0.000175755,5.85851e-05,0.000175755,5.85851e-05,0.000175755,5.85851e-05,0.000175755,5.85851e-05
191,4424.33,0.94478,1.0558,1.0164,0.7478,0.68265,0.73905,0.44929,1.41174,1.14973,1.30014,0.000162257,5.40855e-05,0.000162257,5.40855e-05,0.000162257,5.40855e-05,0.000162257,5.40855e-05
192,4445.84,0.93989,1.03561,1.00429,0.78769,0.64666,0.73313,0.44341,1.42059,1.16163,1.30521,0.000148758,4.9586e-05,0.000148758,4.9586e-05,0.000148758,4.9586e-05,0.000148758,4.9586e-05
193,4467.82,0.88829,0.99408,0.99008,0.75528,0.68521,0.73668,0.44655,1.42269,1.16068,1.30457,0.000135259,4.50864e-05,0.000135259,4.50864e-05,0.000135259,4.50864e-05,0.000135259,4.50864e-05
194,4489.87,0.91178,0.9913,0.99354,0.74306,0.68806,0.73936,0.44571,1.42595,1.1595,1.3105,0.000121761,4.05869e-05,0.000121761,4.05869e-05,0.000121761,4.05869e-05,0.000121761,4.05869e-05
195,4510.76,0.90024,0.99917,0.99376,0.76988,0.67038,0.74017,0.44846,1.42628,1.15655,1.31389,0.000108262,3.60873e-05,0.000108262,3.60873e-05,0.000108262,3.60873e-05,0.000108262,3.60873e-05
196,4532.55,0.90265,0.97497,0.99233,0.7698,0.66798,0.74153,0.44983,1.42186,1.15422,1.31086,9.47633e-05,3.15878e-05,9.47633e-05,3.15878e-05,9.47633e-05,3.15878e-05,9.47633e-05,3.15878e-05
197,4553.43,0.89087,0.94841,0.98553,0.77953,0.67102,0.74204,0.45028,1.41782,1.14733,1.30889,8.12646e-05,2.70882e-05,8.12646e-05,2.70882e-05,8.12646e-05,2.70882e-05,8.12646e-05,2.70882e-05
198,4574.83,0.87855,0.93737,0.97694,0.77984,0.67161,0.7431,0.44857,1.41772,1.14701,1.30774,6.7766e-05,2.25887e-05,6.7766e-05,2.25887e-05,6.7766e-05,2.25887e-05,6.7766e-05,2.25887e-05
199,4596.88,0.91293,0.97617,0.99211,0.78277,0.66802,0.74425,0.44989,1.41626,1.14691,1.30954,5.42673e-05,1.80891e-05,5.42673e-05,1.80891e-05,5.42673e-05,1.80891e-05,5.42673e-05,1.80891e-05
200,4618.6,0.90356,0.99111,0.98634,0.77937,0.67333,0.74438,0.44882,1.42041,1.14565,1.31188,4.07687e-05,1.35896e-05,4.07687e-05,1.35896e-05,4.07687e-05,1.35896e-05,4.07687e-05,1.35896e-05
